subdis_id,subdis_name,dis_id
17215,BERINGIN JAYA,1347
17244,BINAKARSA (BHINA KARSA),1347
17314,CAHAYA MAS,1347
17315,CAHAYA MULYA,1347
17328,CATUR TUNGGAL,1347
17422,GADING SARI,1347
17616,KAMPUNG BARU,1347
17719,KARYA JAYA,1347
17736,KARYA USAHA,1347
17920,LABUHAN JAYA,1347
18223,MESUJI JAYA,1347
18333,MUKTI KARYA,1347
18615,PEMATANG BINA TANI,1347
18619,PEMATANG JAYA,1347
18624,PEMATANG SARI,1347
18625,PEMATANG SUKARAMAH,1347
18626,PEMATANG SUKATANI,1347
19377,SUMBER MULYA,1347
19485,SURYA KARTA,1347
19870,TEGAL SARI,1347
