subdis_id,subdis_name,dis_id
213,ALUE RAMBE,108
429,BABAH LUENG,108
617,BAYU,108
739,BLANG ADO,108
832,BLANG GURAH,108
966,BLANG RIEK,108
988,BLANG TALON,108
1210,CEMPEUDAK (CEUMPEUDAK),108
1374,COT MERBO / MEUREUBO,108
1380,COT MEUNYE CUT,108
1416,COT RHEUE,108
1423,COT SEUMINYONG (SUMIYONG),108
1426,COT SEUTUI,108
1958,GUHA ULEUE,108
2418,KEUDE BLANG ARA,108
2435,KEUDE KRUENG,108
2500,KEUREUSEK,108
2616,KRUENG MANYANG,108
2626,KRUENG SEUNONG,108
2627,KRUENG SEUPENG,108
3146,LANG KUTA,108
3346,LHOK JOK,108
3879,MEUNASAH BLANG ARA,108
3893,MEUNASAH BUKET / BUKIT,108
3902,MEUNASAH DAYAH MEUNARA (MON ARA),108
3945,MEUNASAH KULAM,108
3949,MEUNASAH KUMBANG,108
4054,MEUNYECUT BAHAGIA,108
4074,MEURIA (MEURIYA),108
4146,MULIENG / MULING MANYANG,108
4147,MULIENG / MULING MEUCAT,108
4458,PANTON RAYEUK I,108
4459,PANTON RAYEUK II,108
4879,PULO BARAT,108
4917,PULO IBOH / IBOIH,108
4967,PULO RAYEUK / RAYEK,108
5312,SAWEUK,108
5464,SEUNEUBOK DRIEN,108
5558,SIDO MULYO,108
