subdis_id,subdis_name,dis_id
1140,BULOH,251
1354,COT LHEU RHENG,251
1357,COT MAKASO,251
1570,DAYAH PANGWA,251
1583,DAYAH TEUMANAH,251
1595,DAYAH UJONG BAROH,251
1599,DE (GAMPONG DEE),251
2465,KEUDE TRIENGGADENG,251
2784,KUTA PANGWA,251
3696,MATANG,251
3705,ME PANGWA,251
3706,ME PEUDUEK (PEUDOK BAROH),251
3786,MESJID PEUDUEK,251
3796,MESJID TRIENGGADENG,251
3816,MEUCAT PANGWA,251
3828,MEUE,251
4455,PANTON RAYA,251
4687,PAYA,251
4772,PEULANDOK TEUNGOH,251
4773,PEULANDOK TUNONG,251
5120,RAWASARI,251
5128,RAYA,251
5182,REUSEB,251
5250,SAGOU,251
5824,TAMPUI,251
6161,TUHA,251
6183,TUNGKLUET (TUNG KLEUT),251
