subdis_id,subdis_name,dis_id
15466,BATHIN / BATIN PENGAMBANG,1128
15469,BATU EMPANG,1128
15520,BUKIT BERANTAI,1128
15527,BUKIT KALIMAU ULU,1128
15542,BUKIT SULAH,1128
15587,DATUK NAN DUO,1128
15715,KASIRO ILIR,1128
15716,KASIRO,1128
15896,LUBUK BANGKAR,1128
16051,MUARO / MUARA AIR DUA,1128
16052,MUARO / MUARA CUBAN,1128
16053,MUARO / MUARA PEMUAT,1128
16094,PADANG JERING,1128
16118,PANIBAN BARU,1128
16174,PEKAN GEDANG,1128
16295,PULAU SALAK BARU,1128
16314,RADEN ANOM,1128
16355,RANTAU PANJANG,1128
16491,SIMPANG NARSO,1128
16572,SUNGAI BAUNG,1128
16575,SUNGAI BEMBAN,1128
16620,SUNGAI KERADAK,1128
16724,TAMBAK RATU,1128
