subdis_id,subdis_name,dis_id
5,ABEUK JALOH,5
60,ALUE BAYEU UTANG,5
62,ALUE BIE PUSONG,5
84,ALUE BUYA PASI,5
86,ALUE BUYA,5
165,ALUE KUTA,5
443,BADA BARAT,5
444,BADA TIMUR,5
541,BARAT LANYAN,5
1034,BUGAK BLANG,5
1035,BUGAK KRUENG MATE,5
1036,BUGAK KRUENG,5
1037,BUGAK MESJID,5
1039,BUGENG,5
1758,GAMPONG MEULINTEUNG,5
1898,GEUNDOT,5
2128,JANGKA ALUE BIE,5
2129,JANGKA ALUE U,5
2130,JANGKA ALUE,5
2131,JANGKA KEUTAPANG,5
2132,JANGKA MESJID,5
2242,KAMBUK (KAMBUEK),5
2651,KUALA CEURAPE,5
3043,LAMKUTA,5
3091,LAMPOH RAYEUK,5
3327,LHOK BUGENG,5
3427,LINGGONG,5
3492,LUENG,5
3938,MEUNASAH KRUENG,5
4404,PANTE PAKU,5
4406,PANTE PEUSANGAN,5
4414,PANTE RANUB,5
4420,PANTE SUKON,5
4575,PAYA BIENG,5
4888,PULO BLANG,5
4916,PULO IBOH / IBOEH,5
4959,PULO PINEUNG MEUNASAH II,5
4968,PULO REUDEUP,5
4977,PULO SEUNA,5
4993,PULO U,5
5014,PUNJOT,5
5233,RUSEB ARA,5
5234,RUSEB DAYAH,5
5894,TANJONGAN,5
5926,TANOH ANOE,5
6328,ULEE CEUE,5
