subdis_id,subdis_name,dis_id
479,BALE BUSU,190
487,BALEE BARO KEUMANGAN,190
549,BARO BARAT YAMAN,190
556,BARO YAMAN,190
769,BLANG BEUREUEH,190
870,BLANG LILEUE,190
999,BLANG TIDIEK,190
1537,DAYAH BEUREUEH,190
1577,DAYAH SYARIF,190
1587,DAYAH TIDIEK,190
1735,GAMPONG JADAN,190
2480,KEUMANGAN CUT,190
2706,KUMBANG BUSU,190
3092,LAMPOH SIRONG ADAN,190
3429,LINGKOK BUSU,190
3487,LUENG SAGOE,190
3709,ME TEUNGOH,190
3717,MEE PANYANG BUSU,190
3776,MESJID KEUMANGAN,190
3807,MESJID YAMAN,190
4283,PALOH KAMBUEH,190
4377,PANTE BEUREUEH,190
4666,PAYA TIBA,190
4798,PEUREULAK BUSU,190
5111,RAPANA,190
5176,REULUI BUSU,190
5193,RIBEUN BUSU,190
5351,SENTOSA,190
6156,TUHA KP / GP GAJAH,190
