subdis_id,subdis_name,dis_id
6708,BAGERPANG,449
6711,BAH BALUA,449
6729,BAH PERAK,449
6803,BANDAR GUNUNG,449
6809,BANDAR KUALA (KWALA),449
6822,BANDAR MERIAH,449
6869,BANGUN PURBA TENGAH,449
6870,BANGUN PURBA,449
6999,BATU GINGGING,449
7028,BATU RATA,449
7307,CIMAHI (CIMAHE),449
7347,DAMAK MALIHO,449
7557,GERIAHAN (GREAHAN),449
8924,MABAR,449
9000,MARAMBUN BARAT (MAROMBUN BARAT),449
9001,MARAMBUN UJUNG JAWI,449
10103,PERGUROAN (PERGURUAN),449
10465,RUMAH DELENG,449
10823,SIALANG,449
10864,SIBAGANDING,449
11725,SUKA LUAE (LEWEI),449
12003,TANJUNG PURBA,449
12335,UJUNG RAMBE,449
12374,URUNG GANJANG,449
