subdis_id,subdis_name,dis_id
60784,AMBARAWANG DARAT,4981
60785,AMBARAWANG LAUT,4981
60793,ARGOSARI,4981
60854,BERINGIN AGUNG,4981
60886,BUKIT MERDEKA,4981
60891,BUKIT RAYA,4981
60981,HANDIL BARU DARAT,4981
60982,HANDIL BARU,4981
61026,KAMPUNG LAMA,4981
61046,KARYA JAYA,4981
61047,KARYA MERDEKA,4981
61254,MARGOMULYO,4981
61354,MUARA SEMBILANG,4981
61507,SALOK API DARAT,4981
61508,SALOK API LAUT,4981
61513,SAMBOJA KUALA,4981
61530,SANIPAH,4981
61559,SEI / SUNGAI MERDEKA,4981
61565,SEI / SUNGAI SELUANG,4981
61693,TANI BAKTI,4981
61700,TANJUNG HARAPAN,4981
61739,TELUK PEMEDAS,4981
61796,WONOTIRTO,4981
