subdis_id,subdis_name,dis_id
345,ARUL CINCIN,153
348,ARUL GADING,153
626,BENER MERIAH,153
716,BINTANG BERANGUN,153
744,BLANG ARA,153
950,BLANG RAKAL,153
1848,GEMASIH,153
4159,MUSABA,153
4160,MUSARA PAKAT,153
4191,NEGERI ANTARA,153
4315,PANCAR JELOBOK,153
4354,PANTAN LAH,153
4364,PANTAN SINAKU,153
4736,PERDAMAIAN,153
4926,PULO INTAN,153
5112,RATA ARA,153
5203,RIMBA RAYA,153
5604,SIMPANG LANCANG,153
5634,SINGAH MULO,153
5806,TAMAN FIRDAUS,153
6376,ULU NARON,153
6388,UNING MAS,153
6443,WIH PORAK,153
