subdis_id,subdis_name,dis_id
74816,ABAGIMA,6354
74823,ABENAHO,6354
74921,ALUGI,6354
74970,AMUKI,6354
75059,ARIKBALEK,6354
75282,BEIM,6354
75324,BEYAM,6354
75430,BONAHIK,6354
75435,BONGGI,6354
75485,BUKURIK,6354
75489,BUMBUM,6354
75510,BURIM,6354
75544,DAHONAIKMA,6354
75620,DETPAGADO,6354
75684,DOMBOMI,6354
75697,DOSUMO,6354
75771,ELESIM,6354
75772,ELIEKMA,6354
75841,FABULIK,6354
75861,FIALEM,6354
75877,FUAHE,6354
76058,HALISEK,6354
76076,HEAHOBAK,6354
76084,HELAKSILI,6354
76152,HOMBANMAN,6354
76169,HORAKIA,6354
76170,HORENIKMA,6354
76175,HUBLIKI,6354
76192,HULHULE,6354
76193,HULIKMA,6354
76198,HUMALMA,6354
76200,HUNDILIP,6354
76203,HURUALMA,6354
76313,IWIM,6354
76361,JINGGIWI,6354
76480,KANDIBUNG,6354
76555,KAWOKHOLIK,6354
76618,KESUWI,6354
76624,KEWI,6354
76697,KLESU,6354
76724,KOLAIMA,6354
76941,LANDIKMA,6354
76946,LANGONGKOK,6354
76960,LASIKMA,6354
76992,LILINMUHUK,6354
76994,LILUKIKMA,6354
77019,LOHOMABEL,6354
77084,MAHIAL,6354
77112,MALEO,6354
77347,MOBAN,6354
77428,MULIP,6354
77460,MUSANAHIKMA,6354
77552,NENOMANI,6354
77565,NILBO,6354
77595,NOFUALMA,6354
77599,NOHOLUOK,6354
77649,OBABIN SATU,6354
77650,OBABIN,6354
77826,PAMUMU,6354
77945,PIRIKALEM,6354
78102,SABILIRONGGO,6354
78121,SAHIKMA,6354
78135,SALO,6354
78136,SALOHE,6354
78180,SAPIWAREK,6354
78228,SEBI,6354
78264,SENGIKMA,6354
78397,SOHI,6354
78402,SOHOMBUNU,6354
78415,SOMBULE,6354
78448,SUAHE,6354
78459,SUELE,6354
78478,SUMBULE SATU,6354
78480,SUMINAIKMA,6354
78530,TAGABAGA,6354
78834,ULUHUFUK,6354
78836,ULUN,6354
78838,ULUSI,6354
78879,USABIYE,6354
78892,UWAMBO SATU,6354
78913,WABUHUK,6354
78935,WAGHASILIMO,6354
78964,WALAGIMA,6354
78993,WAMBAL,6354
78994,WAMBALFAK,6354
78998,WAMBO,6354
79003,WAMHOR,6354
79023,WANDIKBONGKION,6354
79042,WANGGIBO,6354
79049,WANGKUN,6354
79101,WAROHAM,6354
79166,WENEMIKMA,6354
79209,WILAK,6354
79212,WILEROMA,6354
79217,WILTLANGGO,6354
79308,WOROL,6354
79361,WURUPIKMA,6354
79365,WUTLARIN,6354
79379,YABUSUP,6354
79396,YAHATMA,6354
79433,YAMA,6354
79436,YAMBAIKMA,6354
79457,YANAMIK,6354
79468,YANGKIKALMA,6354
79498,YAWAN,6354
79660,YUTANGGO,6354
