subdis_id,subdis_name,dis_id
17151,BATU GALANG,1324
17153,BATU JUNGUL,1324
17200,BELIMBING,1324
17444,GEDUNG AGUNG,1324
18061,LUBUK TANJUNG,1324
18067,LUBUK ULAK,1324
18297,MUARA PINANG BARU,1324
18298,MUARA PINANG LAMA,1324
18305,MUARA SEMAH,1324
18325,MUARA TIMBUK,1324
18402,NIUR,1324
18429,PADANG BURNAI,1324
18493,PAJAR MENANG,1324
18908,SAPAPANJANG,1324
18922,SAWAH,1324
18951,SELEMAN ILIR,1324
18952,SELEMAN ULU,1324
19194,SUKA DANA,1324
19513,TALANG BARU,1324
19516,TALANG BENTENG,1324
19726,TANJUNG KURUNG,1324
19821,TANJUNG TAWANG,1324
