subdis_id,subdis_name,dis_id
20265,BOGOR BARU,1523
20439,IMIGRASI PERMU,1523
20469,KAMPUNG BOGOR,1523
20479,KAMPUNG PENSIUNAN,1523
20490,KARANG ANYAR,1523
20500,KARANG ENDAH,1523
20541,KELILIK,1523
20544,KELOBAK,1523
20557,KEPAHIANG (DUSUN KEPAHINGAN),1523
20606,KUTO REJO (KUTEREJO),1523
20818,PADANG LEKAT,1523
20863,PAGAR GUNUNG,1523
20904,PASAR KEPAHIANG,1523
20921,PASAR SEJANTUNG,1523
20927,PASAR UJUNG,1523
20939,PELANGKIAN,1523
20966,PENSIUNAN,1523
20978,PERMU BAWAH,1523
20979,PERMU,1523
21207,SUKAMERINDU,1523
21290,TABA TEBELET,1523
21505,TEBAT MONOK,1523
21592,WESKUST (WESTKUST),1523
