subdis_id,subdis_name,dis_id
521,BANDAR LAMPAHAN,202
968,BLANG RONGKA,202
1117,BUKIT MULIE,202
1129,BUKIT TUNYANG,202
1145,BUMI AYU,202
1203,CEKAL BARU,202
1495,DAMARAN BARU,202
1522,DATU BERU TUNYANG,202
1660,FAJAR HARAPAN,202
1833,GEGUR SEPAKAT,202
2010,GUNUNG TUNYANG,202
2265,KAMPUNG BARU,202
2309,KARANG JADI,202
2381,KENINE,202
2546,KOLAM PARA KANIS,202
3052,LAMPAHAN BARAT,202
3053,LAMPAHAN TIMUR,202
3054,LAMPAHAN,202
3434,LINUNG BALE,202
3722,MEKAR AYU,202
4125,MUDE BENARA,202
4352,PANTAN KEMUNING,202
4359,PANTAN PEDIANGEN,202
5149,REMBUNE,202
5377,SETIE,202
5605,SIMPANG LAYANG,202
5713,SUKA DAMAI,202
5778,SUMBER JAYA,202
6090,TIMANG RASA,202
6198,TUNYANG,202
