subdis_id,subdis_name,dis_id
17014,AIR RUPIK,1248
17073,BANDAR AGUNG RANAU,1248
17092,BANDING AGUNG,1248
17669,KARANG INDAH,1248
18638,PENANTIAN,1248
18826,RANTAU NIPIS,1248
19025,SIDODADI,1248
19106,SIPATUHU II,1248
19107,SIPATUHU,1248
19170,SUGIH WARAS,1248
19228,SUKA NEGERI,1248
19266,SUKAMAJU,1248
19370,SUMBER MAKMUR,1248
19476,SURABAYA TIMUR,1248
19477,SURABAYA,1248
19543,TALANG MERBAU,1248
19606,TANGSI AGUNG,1248
19614,TANJUNG AGUNG,1248
19693,TANJUNG HARAPAN,1248
19874,TELANAI,1248
19909,TERAP MULIA,1248
20058,WAY TIMAH,1248
