subdis_id,subdis_name,dis_id
57414,BUKIT BARU,4787
57475,DANAU TAWAH / RAWAH,4787
57545,HARAPAN JAYA,4787
57557,HUMBANG RAYA,4787
57609,KALADAN JAYA,4787
57621,KALUMPANG,4787
57670,KATIMPUN,4787
57671,KATUNJUNG,4787
57728,LAHEI MANGKUTUP,4787
57736,LAMPETAN,4787
57738,LAMUNTI BARU,4787
57739,LAMUNTI PERMAI,4787
57740,LAMUNTI,4787
57829,MANTANGAI HILIR,4787
57830,MANTANGAI HULU,4787
57831,MANTANGAI TENGAH,4787
57836,MANUSUP HILIR,4787
57837,MANUSUP,4787
57838,MANYAHI,4787
57918,MUROI RAYA,4787
58102,PULAU KALADAN,4787
58148,RANTAU JAYA,4787
58215,SARI MAKMUR,4787
58233,SEI GAWING,4787
58234,SEI GITA,4787
58238,SEI / SUNGAI AHAS,4787
58264,SEI / SUNGAI KAPAR,4787
58299,SEKATA BANGUN,4787
58300,SEKATA MAKMUR,4787
58325,SIDO MULYO,4787
58345,SRI WIDADI,4787
58350,SUKA MAJU,4787
58370,SUMBER MAKMUR,4787
58391,TABORE,4787
58480,TARANTANG,4787
58650,TUMBANG MANGKURUP,4787
58668,TUMBANG MUROI,4787
58760,WARGA MULYA,4787
