subdis_id,subdis_name,dis_id
58892,BAJAWIT,4889
58965,BANYU HIRANG,4889
59166,CANGKERING,4889
59171,CEMPAKA,4889
59329,HARUSAN TELAGA,4889
59359,ILIR MESJID,4889
59377,JARANG KUANTAN,4889
59410,JUMBA,4889
59508,KAYAKAH,4889
59535,KERAMAT,4889
59567,KOTA RAJA,4889
59595,KUTAI KECIL,4889
59707,MAMAR,4889
59846,MURUNG PANGGANG,4889
59852,MURUNG SARI,4889
59874,PADANG DARAT,4889
59881,PADANG TANGGUL,4889
59979,PANYIURAN,4889
60129,PULAU TAMBAK,4889
60196,RUKAM HILIR,4889
60197,RUKAM HULU,4889
60442,SIMPANG EMPAT,4889
60449,SIMPANG TIGA,4889
60661,TELAGA HANYAR,4889
60666,TELAGA SARI,4889
60668,TELAGA SILABA,4889
60677,TELUK BARU,4889
60697,TELUK PARING,4889
60698,TELUK SARI,4889
60749,UJUNG MURUNG,4889
