subdis_id,subdis_name,dis_id
55415,BERLIMANG,4617
55781,KUALA PANGKALAN KERAMAT,4617
55792,KUBANGGA,4617
55854,LELA,4617
55939,MATANG SEGANTAR,4617
55964,MEKAR SEKUNTUM,4617
56053,MULIA,4617
56313,PEDADA,4617
56394,PIPIT TEJA,4617
56416,PURINGAN,4617
56503,SAMUSTIDA,4617
56526,SAYANG SEDAYU,4617
56532,SEBAGU,4617
56584,SEI / SUNGAI BARU,4617
56626,SEI / SUNGAI KUMPAI,4617
56685,SEI / SUNGAI SERABEK,4617
56720,SEKURA,4617
56793,SENGAWANG,4617
56805,SEPADU,4617
56975,TAMBATAN,4617
57019,TANJUNG KERACUT,4617
57094,TELUK KASEH,4617
57097,TELUK KEMBANG,4617
57176,TRI MANDAYAN,4617
