subdis_id,subdis_name,dis_id
58772,ABIRAU,4827
58863,AWANG BANGKAL BARAT,4827
58864,AWANG BANGKAL TIMUR,4827
58909,BALAU,4827
59104,BIIH,4827
59400,JINGAH HABANG ILIR,4827
59401,JINGAH HABANG ULU,4827
59473,KARANG INTAN,4827
59556,KIRAM,4827
59631,LIHUNG,4827
59665,LOKTANGGA,4827
59699,MALI MALI,4827
59719,MANDI ANGIN BARAT,4827
59720,MANDI ANGIN TIMUR,4827
59721,MANDI KAPAU BARAT,4827
59722,MANDI KAPAU TIMUR,4827
59877,PADANG PANJANG,4827
59934,PANDAK DAUN,4827
60005,PASAR LAMA,4827
60077,PENYAMBARAN,4827
60119,PULAU NYIUR,4827
60246,SEI / SUNGAI ALANG,4827
60249,SEI / SUNGAI ARFAT,4827
60250,SEI / SUNGAI ASAM,4827
60267,SEI / SUNGAI BESAR,4827
60307,SEI / SUNGAI LANDAS,4827
