subdis_id,subdis_name,dis_id
7262,BULU CINA,613
7380,DESA LAMA (KAMPUNG LAMA),613
7712,HAMPARAN PERAK,613
8434,KLAMBIR LIMA KAMPUNG,613
8435,KLAMBIR LIMA KEBON,613
8436,KLAMBIR,613
8437,KLUMPANG KAMPUNG,613
8438,KLUMPANG KEBON,613
8447,KOTA DATAR,613
8453,KOTA PANTANG (RANTANG),613
9566,PALUH KURAU,613
9567,PALUH MANAN,613
9963,PAYA BAKUNG,613
10735,SEI / SUNGAI BAHARU,613
10762,SELEMAK,613
10821,SIALANG MUDA,613
11891,TANDAM / TANDEM HILIR DUA,613
11892,TANDAM / TANDEM HILIR SATU,613
11893,TANDAM / TANDEM HULU DUA,613
11894,TANDAM / TANDEM HULU SATU,613
