subdis_id,subdis_name,dis_id
52081,ALORAWE,4242
52483,DHEREISA,4242
52616,FOCOLODORAWE,4242
52633,GERODHERE,4242
52970,KELEWAE,4242
52976,KELIMADO,4242
53259,LEGUDERU,4242
53674,MULAKOLI,4242
53695,NAGEOGA,4242
53696,NAGERAWE,4242
53697,NAGESAPADHI,4242
53767,NATANAGE TIMUR,4242
53768,NATANAGE,4242
54106,OLAKILE,4242
54347,RAJA SELATAN,4242
54348,RAJA TIMUR,4242
54349,RAJA,4242
54388,RATONGAMOBO,4242
54394,REGA,4242
54428,RIGI,4242
54452,ROWA,4242
54575,SOLO,4242
55085,WEA AU,4242
55188,WOLOPOGO,4242
55197,WOLOWEA BARAT,4242
55198,WOLOWEA TIMUR,4242
55199,WOLOWEA,4242
