subdis_id,subdis_name,dis_id
4,ABEUK GEULANTEU,4
711,BINTAH,4
740,BLANG ANDAM,4
747,BLANG AWE,4
1005,BLANG UBIT,4
3477,LUENG DUA,4
3486,LUENG PEUT,4
3488,LUENG SATU,4
3510,MADAT,4
3605,MATANG GURU,4
3609,MATANG JROK,4
3623,MATANG KUPULA / KEUPULA DUA,4
3624,MATANG KUPULA / KEUPULA LHEE,4
3625,MATANG KUPULA / KEUPULA SATU,4
3639,MATANG NIBONG,4
3855,MEUNASAH ASAN,4
4035,MEUNASAH TINGKEUM,4
4376,PANTE BAYAM,4
4402,PANTE MERBO (MEUREUBO),4
4598,PAYA DEUMAM / DEMAM PEUT,4
4638,PAYA NADEN,4
5063,RAMBONG LOP,4
5488,SEUNEUBOK PIDIE,4
5896,TANJUNG ARA,4
5910,TANJUNG MINJEI,4
6314,ULEE ATEUNG,4
