subdis_id,subdis_name,dis_id
63,ALUE BIENG,49
368,ASAN SEULEUMAK,49
809,BLANG DALAM,49
831,BLANG GUNCI,49
884,BLANG MANE,49
915,BLANG PAKU,49
923,BLANG PANTE,49
981,BLANG SIALET,49
1049,BUKET GURU,49
1081,BUKET PIDIE,49
1211,CEMPEUDAK (CEUMPEUDAK),49
1443,COT TUFAH,49
1673,GAMPONG ALUE LEUKOT,49
1674,GAMPONG ALUE LHOK,49
1707,GAMPONG BLANG ARA,49
1753,GAMPONG MAMPREE,49
1765,GAMPONG NGA,49
1784,GAMPONG SEUNEUBOK ACEH,49
1904,GEUREUGHEK,49
1935,GLUMPANG / GEULUMPANG PIRAK,49
2177,JOK,49
2404,KEUBON PIRAK,49
2452,KEUDE PAYA BAKONG,49
3282,LEUHONG,49
3493,LUENG,49
3643,MATANG PANYANG,49
4053,MEUNYE SEULEUMAK,49
4077,MEURIA SEULEUMAK,49
4417,PANTE SEULEUMAK,49
4634,PAYA MEUDRU,49
4800,PEUREUPOK,49
4852,PUCOK ALUE SEULEUMAK,49
5629,SIMPANG,49
5842,TANJONG BEURUNYONG,49
5851,TANJONG DRIEN,49
6020,TEUNGKU DIBANDA PIRAK,49
6021,TEUNGKU DIBANDA TEKTEK,49
6173,TUMPOK MESJID,49
6189,TUNONG KRUENG,49
