subdis_id,subdis_name,dis_id
57330,BATU BANGO,4756
57488,DEHES ASEM,4756
57688,KIHAM BATANG,4756
57714,KULUK SEPANGI / SAPANGI,4756
58071,PENDA TANGARING BARU,4756
58072,PENDA TANGARING LAMA,4756
58133,RANGAN KAWIT,4756
58135,RANGAN RANJING,4756
58144,RANTAU BAHAI,4756
58153,RANTAU PUKA,4756
58274,SEI / SUNGAI NANJAN,4756
58497,TELOK TAMPANG,4756
58592,TUMBANG HANGEI II,4756
58603,TUMBANG JIGA,4756
58605,TUMBANG KABAYAN / KABAYANG,4756
58623,TUMBANG KUAI,4756
58627,TUMBANG LABANING,4756
58641,TUMBANG MAHOP / MAHUP,4756
58644,TUMBANG MANANGEI,4756
58648,TUMBANG MANGKETAI,4756
58696,TUMBANG SABETUNG,4756
58697,TUMBANG SALAMAN,4756
58705,TUMBANG SENAMANG I,4756
