subdis_id,subdis_name,dis_id
126,ALUE GUNTO,80
315,ARA (MEUNASAH ARA),80
1188,CALONG,80
1231,CIBREK BAROH,80
1232,CIBREK TUNONG,80
1525,DAYAH ARON,80
1563,DAYAH MEURIYA / MEURIA,80
1584,DAYAH TEUNGKU,80
1677,GAMPONG AMPEH,80
1679,GAMPONG AWE,80
1717,GAMPONG BLANG,80
1733,GAMPONG GLOK,80
1748,GAMPONG KULAM,80
1801,GAMPONG U (MEUNASAH U),80
2022,HAGU,80
2297,KANOT,80
2412,KEUDE ARON,80
2464,KEUDE TEUPIN PUNTI,80
2521,KEUTAPANG,80
2720,KUMBANG,80
3533,MAMPREE,80
3558,MANYANG BAROH,80
3636,MATANG MEUNYE,80
3703,ME ARON,80
3812,MESJID,80
3821,MEUCAT,80
4080,MEURIYA / MEURIA ARON,80
4101,MON CRANG,80
4424,PANTE,80
4801,PEUREUPOK,80
5003,PULO,80
5859,TANJONG KRUENG PASE,80
5872,TANJONG MULIENG,80
6042,TEUNGOH,80
