subdis_id,subdis_name,dis_id
40636,BANJARSARI,3528
40704,BANYUWANGI,3528
40952,BETOYOGUCI,3528
40953,BETOYOKAUMAN,3528
42159,GUMENO,3528
43032,KARANGREJO,3528
44167,LERAN,3528
44350,MANYAR SIDOMUKTI,3528
44351,MANYAR SIDORUKUN,3528
44354,MANYAREJO,3528
44649,MOROBAKUNG,3528
44804,NGAMPEL,3528
45520,PEGANDEN,3528
45530,PEJANGGANAN,3528
45845,PONGANGAN,3528
46254,ROOMO,3528
46566,SEMBAYAT,3528
47046,SUCI,3528
47152,SUKOMULYO,3528
47406,SUMBEREJO,3528
47804,TANGGULREJO,3528
47930,TEBALO,3528
48690,YOSOWILANGUN,3528
