subdis_id,subdis_name,dis_id
15441,BARU KUBANG,1117
15483,BELUI TINGGI,1117
15484,BELUI,1117
15717,KAYU AHO MANGKAK KOTO LANANG,1117
15788,KOTO LANANG,1117
15801,KOTO PANJANG,1117
15804,KOTO PAYANG,1117
15815,KOTO SIMPAI KUBANG,1117
15830,KOTO TUO,1117
15844,KUBANG AGUNG,1117
15845,KUBANG GEDANG,1117
15859,LADEH,1117
15929,LUBUK SULI,1117
16099,PAHLAWAN BELUI,1117
16426,SEKUNGKUNG,1117
16441,SEMUMU,1117
16477,SIMPANG BELUI,1117
16726,TAMBAK TINGGI,1117
16812,TEBAT IJUK DILI,1117
16815,TEBAT / TEBAK IJUK,1117
