subdis_id,subdis_name,dis_id
60894,BUKIT SUBUR,5038
60896,BULU MINUNG,5038
60951,GERSIK,5038
60954,GIRI MUKTI,5038
60956,GIRIPURWA,5038
60975,GUNUNG SETELENG,5038
61006,JENEBORA,5038
61024,KAMPUNG BARU,5038
61117,LAWE LAWE,5038
61386,NENANG,5038
61389,NIPAH NIPAH,5038
61405,PANTAI LANGO,5038
61413,PEJALA,5038
61419,PENAJAM,5038
61446,PETUNG,5038
61493,RIKO,5038
61509,SALOLOANG,5038
61561,SEI / SUNGAI PARIT,5038
61603,SEPAN,5038
61614,SESUMPU,5038
61623,SIDOREJO,5038
61633,SOTEK,5038
61720,TANJUNG TENGAH,5038
