subdis_id,subdis_name,dis_id
20178,BABATAN ILIR,1502
20179,BABATAN ULU,1502
20196,BANDING AGUNG,1502
20324,DARAT SAWAH ILIR (HILIR),1502
20325,DARAT SAWAH ULU (HULU),1502
20354,DURIAN SEGINIM,1502
20362,DUSUN BARU,1502
20373,DUSUN TENGAH,1502
20416,GUNUNG AYU II,1502
20581,KOTA AGUNG,1502
20586,KOTA BUMI BARU,1502
20740,MUARA DANAU,1502
20750,MUARA PAYANG,1502
20751,MUARA PULUTAN,1502
20817,PADANG LEBAR,1502
20839,PADANG SIRING,1502
20873,PAJAR BULAN,1502
20897,PASAR BARU,1502
21150,SINDANG BULAN,1502
21210,SUKARAJA,1502
21410,TANJUNG AGUNG,1502
21478,TANJUNG MENANG,1502
