subdis_id,subdis_name,dis_id
31321,BALEAGUNG,2681
31358,BANARAN,2681
31488,BANJARSARI,2681
31561,BANYUSARI,2681
32351,CITROSONO,2681
32364,COKRO,2681
32970,GIRIWETAN,2681
33074,GRABAG,2681
33869,KALIKUTO,2681
33921,KALIPUCANG,2681
34449,KARTOHARJO,2681
35023,KETAWANG,2681
35093,KLEGEN,2681
35108,KLETERAN,2681
35481,LEBAK,2681
35597,LOSARI,2681
36225,NGASINAN,2681
36330,NGRANCAH,2681
36960,PESIDI,2681
37245,PUCUNGSARI,2681
37595,SALAM,2681
37665,SAMBUNGREJO,2681
37985,SEWORAN,2681
38042,SIDOGEDE,2681
38427,SUGIHMAS,2681
38583,SUMURARUM,2681
39117,TIRTO,2681
39182,TLOGOREJO,2681
