subdis_id,subdis_name,dis_id
7192,BONAN DOLOK,600
7401,DOLOK MARGU (DOLOK MARDUGA),600
7693,HABEAHAN,600
8183,HUTASOIT II,600
8184,HUTASOIT,600
8759,LOBU TUA,600
9225,NAGA SARIBU I,600
9226,NAGA SARIBU II,600
9239,NAGASARIBU III,600
9240,NAGASARIBU IV,600
9241,NAGASARIBU V,600
9777,PARGAULAN,600
9849,PARULOHAN,600
10940,SIBUNTOAN PARPEA  /  PARPEAN,600
10944,SIBUNTUON,600
11062,SIGOMPUL,600
11077,SIGUMPAR,600
11101,SIHARJULU,600
11483,SIPONJOT,600
11590,SITIO II,600
11594,SITOLU BAHAL,600
12064,TAPIAN NAULI,600
