subdis_id,subdis_name,dis_id
15400,AMBAI ATAS,1088
15401,AMBAI BAWAH,1088
15404,ANGKASA PURA,1088
15447,BARU SEMERAH,1088
15505,BETUNG KUNING,1088
15558,BUNGA TANJUNG,1088
15646,HIANG KARYA,1088
15647,HIANG LESTARI,1088
15648,HIANG SAKTI,1088
15649,HIANG TINGGI,1088
15718,KAYUARO AMBAI,1088
15761,KOTO BARU HIANG,1088
15814,KOTO SEKILAN AMBAI,1088
16219,PENAWAR TINGGI,1088
16222,PENDUNG HILIR,1088
16226,PENDUNG TENGAH,1088
16261,PONDOK BERINGIN,1088
16412,SEBUKAR,1088
16439,SEMERAH,1088
16779,TANJUNG MUDO,1088
