subdis_id,subdis_name,dis_id
62359,BATU BATAYO,5177
62377,BATUTAJAM,5177
62499,BUKO SELATAN,5177
62500,BUKO UTARA,5177
62501,BUKO,5177
62534,BUSATO,5177
62550,DALAPULI BARAT,5177
62551,DALAPULI TIMUR,5177
62552,DALAPULI,5177
62573,DENGI,5177
62591,DUINI,5177
62780,KAYUOGU,5177
62863,KOMUS SATU,5177
63303,PADANGO,5177
63722,TAMBULONG PANTAI,5177
63723,TAMBULONG TIMUR,5177
63742,TANJUNG SIDUPA,5177
63821,TINTULOW UTARA,5177
63858,TOMBULANG,5177
63883,TONTULOW (TUNTULOW),5177
63950,TUNTUNG TIMUR,5177
63951,TUNTUNG,5177
