subdis_id,subdis_name,dis_id
91,ALUE CEK DOI,61
826,BLANG GLEUM,61
835,BLANG JAMBEE,61
845,BLANG KEUMUHANG,61
898,BLANG MIDEUN,61
931,BLANG PAUH / PAOH DUA,61
932,BLANG PAUH / PAOH SATU,61
1006,BLANG UYOK,61
1076,BUKET PANYANG,61
1091,BUKET SEURAJA (SERAJA),61
1103,BUKIT DINDENG,61
1111,BUKIT MAKMUR,61
1690,GAMPONG BARO,61
2200,JULOK TUNONG,61
2436,KEUDE KUTA BINJEI,61
2486,KEUMUNENG,61
2654,KUALA GEULUMPANG,61
2849,LABUHAN (LABOHAN),61
2859,LADANG BARO,61
3384,LHOK RAMBONG,61
3395,LHOK SEUNTANG,61
3546,MANE RAMPAK,61
3694,MATANG,61
4171,NALEUNG,61
4559,PAYA BAKONG,61
4640,PAYA PASI,61
5413,SEUMATANG,61
5437,SEUNEUBOK BARO,61
5500,SEUNEUBOK RAMBONG,61
5606,SIMPANG LHEE,61
5885,TANJONG TOK BLANG,61
6070,TEUPIN RAYA,61
6178,TUMPOK TEUNGOH,61
6266,UJONG TUNONG,61
6313,ULEE ATEUNG,61
6322,ULEE BLANG,61
6366,ULEE TANOH,61
