subdis_id,subdis_name,dis_id
174,ALUE LHEE,100
177,ALUE LHOK,100
195,ALUE ON,100
204,ALUE PEUDEUNG,100
247,ALUE TAMPAK,100
432,BABAH MEULABOH,100
596,BATU JAYA,100
672,BEUREUGANG,100
806,BLANG DALAM,100
825,BLANG GEUNANG,100
1628,DRIEN CALEE,100
2411,KEUDE ARON,100
2461,KEUDE TANJONG,100
2499,KEURAMAT,100
3567,MAREK,100
3738,MENUANG TANJONG,100
3808,MESJID,100
3849,MEUNASAH ARA,100
3894,MEUNASAH BULOH,100
3912,MEUNASAH GANTUNG,100
4007,MEUNASAH RAMBOT,100
4014,MEUNASAH RAYEUK,100
4137,MUKO,100
4245,PADANG MANCANG,100
4254,PADANG SIKABU,100
4275,PALIMBUNGAN,100
4502,PASI ARA,100
4506,PASI JAMBU,100
4509,PASI JEUMPA,100
4513,PASI KUMBANG,100
4522,PASI MEUGAT,100
4530,PASI TEUNGOH,100
4794,PEUNIA,100
4857,PUCOK PUNGKIE,100
5011,PUNGKIE,100
5035,PUTIM,100
5043,PUUK,100
5307,SAWANG TEUBEE,100
5628,SIMPANG,100
5844,TANJONG BUNGA,100
5868,TANJONG MEULABOH,100
6010,TEULADAN,100
6064,TEUPIN PANAH,100
6170,TUMPOK LADANG,100
