subdis_id,subdis_name,dis_id
6572,AEK SIMOTUNG,359
6949,BARUMUN TUA (BARINGIN TUA),359
6982,BATANG PARSULUMAN,359
7353,DAMPARAN HAUNATAS,359
7533,GALANGGANG,359
8076,HUTA HOMBANG,359
8119,HUTA POHAN,359
9473,PADANG MANDAILING GARUGUR,359
9704,PARAU SORAT SITABO-TABO,359
9910,PASAR SIMANGAMBAT,359
9912,PASAR SIPAGIMBAR,359
10248,PINTU PADANG MANDALASENA,359
10351,PURBASINOMBA SENA,359
10606,SAUT BANUA SIMANOSOR,359
10954,SIDAPDAP SIMANOSOR,359
11168,SILANGKITANG TAMBISKI,359
11245,SIMANGAMBAT GODANG,359
11654,SOMBA DEBATA PURBA,359
11823,SUNGE SIGIRING GIRING,359
12347,ULU MAMIS SITUNGGALING,359
