subdis_id,subdis_name,dis_id
393,ATU GAJAH REJE GURU,167
399,ATU TULU,167
464,BAHGIE,167
620,BEBESEN,167
819,BLANG GELE,167
848,BLANG KOLAK I,167
849,BLANG KOLAK II,167
1171,BUR BIAH,167
1184,CALO BLANG GELE,167
1486,DALING,167
1656,EMPUS TALU,167
1840,GELE LAH,167
2231,KALA KEMILI,167
2341,KEBET,167
2370,KEMILI,167
2389,KERAMAT MUPAKAT,167
3250,LELABU,167
3253,LEMAH BURBANA,167
3514,MAH BENGI,167
4115,MONGAL,167
4222,NUNANG ANTARA,167
4710,PENDERE SARIL,167
5241,SADONG JURU MUDI,167
5590,SIMPANG EMPAT,167
5825,TAN SARIL,167
5984,TENSAREN,167
6377,ULU NUWIH / NUIH,167
6381,UMANG,167
