subdis_id,subdis_name,dis_id
75757,EKANOM,6734
75986,GOLO,6734
75987,GOLOMI,6734
75988,GOLOPURA,6734
76238,ILUNGGUME (ILUNGGAME / ILUNGGIME),6734
76529,KARUNGGAME,6734
76834,KUGAME,6734
76851,KULIA,6734
76903,KUWANOM,6734
76983,LIBOME,6734
77042,LUBUTINI,6734
77273,MELENDIK,6734
77312,MILIMBO,6734
77490,NAMBUME,6734
77503,NANIM,6734
77566,NILEME,6734
77948,PIRIME,6734
78545,TAKOBAK,6734
78608,TEKUL,6734
78847,UMBANUME,6734
79007,WAMINDIK,6734
79158,WENAM,6734
79233,WIRINI,6734
79424,YALIPAK,6734
79444,YAMIGA,6734
79584,YIWILI,6734
79641,YUGUMABUR (YUGUMOBUR),6734
