subdis_id,subdis_name,dis_id
66,ALUE BILI,50
649,BEUNOT (MEUNASAH BEUNOT),50
710,BINJEE,50
787,BLANG CROK,50
798,BLANG DALAM BAROH,50
799,BLANG DALAM GEUNTENG,50
800,BLANG DALAM TUNONG,50
842,BLANG KARIENG,50
1283,COT ENTUNG,50
1352,COT LEUPEE,50
1359,COT MAMBONG,50
1372,COT ME,50
1680,GAMPONG BARAT,50
1747,GAMPONG KEUTAPANG,50
1762,GAMPONG MEUNASAH RAYEUK,50
1772,GAMPONG PEUNAYAN,50
1793,GAMPONG TEUNGOH,50
2158,JEULIKAT,50
3847,MEUNASAH ALUE,50
3899,MEUNASAH CUT,50
3940,MEUNASAH KRUENG,50
3985,MEUNASAH MEUCAT,50
4285,PALOH KAYEE KUNYET,50
4288,PALOH MAMBU,50
4290,PALOH MAMPREI / MAMPREE,50
4463,PANTON,50
5527,SEUNEUBOK,50
6102,TINGKEUM,50
6323,ULEE BLANG,50
