subdis_id,subdis_name,dis_id
163,ALUE KUMBANG A,96
164,ALUE KUMBANG M,96
176,ALUE LHOK,96
532,BANTAYAN BARAT,96
829,BLANG GUCI (SEGUCI),96
899,BLANG MINJEI,96
1083,BUKET PUUK,96
1087,BUKET RUMIYA,96
1094,BUKET TEUKUH,96
1746,GAMPONG KEUMUNENG (KEUMUNING),96
1799,GAMPONG TEUPIN PANAH,96
2432,KEUDE KEUMUNENG,96
2485,KEUMUNENG LHOK,96
4240,PADANG KASAH,96
4557,PAYA AWE  /  AWEE,96
4606,PAYA GABOH,96
5436,SEUNEUBOK BARO,96
5447,SEUNEUBOK BULOH,96
5448,SEUNEUBOK BUYA,96
5454,SEUNEUBOK DALAM,96
5463,SEUNEUBOK DRIEN,96
5466,SEUNEUBOK JALAN,96
5477,SEUNEUBOK MEUREUDU (MEURUDU),96
5494,SEUNEUBOK PUNTI,96
5516,SEUNEUBOK TEUPIN PANAH,96
