subdis_id,subdis_name,dis_id
2262,KAMPUNG BARU,280
2349,KEBUN SERE,280
3178,LAWE BERINGIN GAYO,280
3179,LAWE BERINGIN HORAS,280
3192,LAWE KINGA GABUNGAN,280
3193,LAWE KINGA LAPTER,280
3194,LAWE KINGA TEBING TINGGI,280
3209,LAWE MENJILAI,280
3214,LAWE PETANDUK I,280
3215,LAWE PETANDUK,280
4207,NGKERAN ALUR BULUH,280
4487,PASAR PUNTUNG+P2723,280
5334,SELAMAT INDAH,280
5340,SEMADAM ASAL,280
5341,SEMADAM AWAL,280
5355,SEPAKAT SEGENEP,280
5617,SIMPANG SEMADAM,280
5732,SUKA MAKMUR,280
6108,TITI PASIR,280
