subdis_id,subdis_name,dis_id
44,ALUE AMBANG,34
187,ALUE MEURAKSA  /  MEURASA,34
589,BATEE-ROO,34
759,BLANG BARO,34
954,BLANG RAME,34
1436,COT TRAP,34
1701,GAMPONG BARO,34
2463,KEUDE TEUNOM,34
2691,KUBU,34
3478,LUENG GAYO,34
4243,PADANG KLENG,34
4465,PANTON,34
4504,PASI GEULIMA,34
4525,PASI PAWANG,34
4531,PASI TIMON,34
4532,PASI TULAK BALA,34
4565,PAYA BARO,34
5067,RAMBONG PAYONG,34
5416,SEUMIRA,34
5479,SEUNEUBOK PADANG,34
5928,TANOH ANOU  /  ANOE,34
5931,TANOH MANYANG,34
6045,TEUPIN ARA,34
6428,WEU  /  WEUE GAJAH,34
