subdis_id,subdis_name,dis_id
6519,AEK LUNG,334
7199,BONANI ONAN,334
7419,DOLOK SANGGUL (PASAR DOLOK SANGGUL),334
8073,HUTA GURGUR,334
8152,HUTABAGASAN,334
8178,HUTARAJA,334
8267,JANJI,334
8889,LUMBAN PURBA,334
8913,LUMBAN TOBING,334
9069,MATITI I,334
9070,MATITI II,334
9554,PAKKAT,334
9791,PARIK SINOMBA,334
9928,PASARIBU,334
10332,PURBA DOLOK,334
10337,PURBA MANALU,334
10517,SAITNIHUTA,334
10549,SAMPEAN,334
11026,SIGALA GALA (SILAGA LAGA),334
11107,SIHITE I,334
11108,SIHITE II,334
11186,SILEANG,334
11253,SIMANGARONSANG,334
11289,SIMARIGUNG,334
11509,SIRISIRISI,334
11684,SOSOR GONTING,334
11686,SOSOR TAMBOK,334
11687,SOSORTOLONG SIHITE III,334
