subdis_id,subdis_name,dis_id
74923,ALUIS,6443
75738,DUWONG,6443
75770,ELELIM SATU,6443
75773,ELILEM,6443
75782,EMON,6443
75815,EREGI,6443
76046,HABIYEAMBUT,6443
76083,HELABU,6443
76102,HESMAT,6443
76125,HOBAKMA,6443
76135,HOLANI,6443
76164,HONITA,6443
76303,ISILA,6443
76616,KERON,6443
76925,KWIKMA,6443
76955,LAPORA,6443
77206,MARIBU,6443
77368,MOLINGGI,6443
77378,MOMONHUSI,6443
77681,OHOBAM,6443
77682,OHONIAM,6443
77832,PANGKIK,6443
77856,PASIMBOLO,6443
77904,PIHEL,6443
77949,PIRIP,6443
77952,PISIREG,6443
78026,PUNGKAHIK,6443
78323,SILI,6443
78361,SIPSOI,6443
78362,SIPSON,6443
78363,SIRA,6443
78442,SOWI,6443
78455,SUBUIRUINGGAMA,6443
78559,TANABASI,6443
78808,UBI,6443
78833,ULO,6443
78929,WAGAGU,6443
78979,WALKEP,6443
79071,WARA,6443
79090,WARIKMA,6443
79117,WASUA,6443
79176,WEREKMA,6443
79374,YABEMA,6443
79405,YAKIKMA,6443
