subdis_id,subdis_name,dis_id
58875,BABIRIK HILIR,4880
58876,BABIRIK HULU,4880
59292,HAMBUKU BARU,4880
59293,HAMBUKU HILIR,4880
59295,HAMBUKU LIMA,4880
59434,KALUMPANG DALAM,4880
59435,KALUMPANG LUAR,4880
59844,MURUNG KUPANG,4880
59847,MURUNG PANTI HILIR,4880
59848,MURUNG PANTI HULU,4880
59890,PAJUKUNGAN HILIR,4880
59891,PAJUKUNGAN HULU,4880
59998,PARUPUKAN,4880
60276,SEI / SUNGAI DALAM,4880
60280,SEI / SUNGAI DURAIT HILIR,4880
60281,SEI / SUNGAI DURAIT HULU,4880
60282,SEI / SUNGAI DURAIT TENGAH,4880
60314,SEI / SUNGAI LUANG HILIR,4880
60315,SEI / SUNGAI LUANG HULU,4880
60326,SEI / SUNGAI NYIUR,4880
60332,SEI / SUNGAI PAPUYU,4880
60395,SEI / SUNGAI ZAM ZAM,4880
60691,TELUK LIMBUNG,4880
