subdis_id,subdis_name,dis_id
6493,AEK GUNUNG,319
6548,AEK NAULI,319
6929,BARGOT TOPONG,319
6958,BASILAM BARU,319
7102,BENTENG HURABA,319
7162,BINTUJU,319
8019,HURASE  /  HURARE,319
8075,HUTA HOLBUNG  /  HOLDUNG,319
8109,HUTA PADANG,319
8150,HUTA TONGA,319
8244,JANJI MANAON,319
8258,JANJI MAULI MT,319
9176,MUARA NAULI,319
9188,MUARA TAIS I,319
9189,MUARA TAIS II,319
9190,MUARA TAIS III,319
9466,PADANG KAHOMBU,319
9611,PANGARIBUAN,319
9778,PARGUMBANGAN,319
9883,PASAR LAMO / LAMA,319
9942,PASIR,319
10250,PINTU PADANG RAYA DUA,319
10251,PINTU PADANG RAYA SATU,319
10931,SIBULELE,319
10948,SIDADI DUA,319
10949,SIDADI JULU SATU,319
11032,SIGALANGAN,319
11070,SIGULANG LOSUNG,319
11139,SIJUNGKIT,319
11455,SIPANGKO,319
11574,SITAMPA,319
11668,SORI MADINGIN PP,319
11669,SORIK,319
11670,SORIMADINGIN,319
11841,TAHALAK UJUNG,319
12084,TATENGGER,319
