subdis_id,subdis_name,dis_id
31643,BEDONO KARANGDUWUR,2871
31644,BEDONO KLUWUNG,2871
31645,BEDONO PAGERON,2871
32527,DILEM,2871
32791,GEDONG,2871
32907,GESIKAN,2871
32942,GIRIJOYO,2871
32949,GIRIMULYO,2871
33201,GUNUNGTEGES,2871
33432,JATIWANGSAN,2871
33826,KALIGLAGAH,2871
33891,KALIMENENG,2871
33989,KALIURIP,2871
34056,KAPITERAN,2871
34270,KARANGLUAS,2871
34653,KEDUNG POMAHAN KULON,2871
34654,KEDUNG POMAHAN WETAN,2871
34695,KEDUNGLO,2871
34834,KEMIRI KIDUL,2871
34835,KEMIRI LOR,2871
34948,KEREP,2871
35273,KROYO KULON,2871
35274,KROYO LOR,2871
35588,LONING,2871
36482,PAITAN,2871
37313,PURBAYAN,2871
37471,REBUG,2871
37501,REJOSARI,2871
37514,REJOWINANGUN,2871
37556,ROWOBAYEM,2871
37679,SAMPING,2871
38038,SIDODADI,2871
38311,SOKOGELAP,2871
38643,SUTORAGAN,2871
39368,TURUS,2871
39411,WALED,2871
39454,WANUROJO,2871
39561,WINONG,2871
39679,WONOSARI,2871
39701,WONOSUKO,2871
