subdis_id,subdis_name,dis_id
12424,ALAI GALOMBANG,747
12590,CIMPARUAH,747
12685,JALAN BARU,747
12686,JALAN KERETA API,747
12689,JATI HILIR (JALAN HILIA),747
12690,JATI MUDIK  /  MUDIAK,747
12693,JAWI-JAWI I,747
12694,JAWI-JAWI II,747
12716,KAMPUNG JAWA I,747
12717,KAMPUNG JAWA II,747
12724,KAMPUNG PERAK,747
12726,KAMPUNG PONDOK II,747
12728,KAMPUNG PONDOK,747
12733,KAMPUNG / KAMPUANG BARU,747
12748,KARAN AUR,747
12914,LOHONG,747
13140,PASIR,747
13145,PAUAH / PAUH BARAT,747
13146,PAUAH / PAUH TIMUR,747
13197,RAWANG,747
13495,TARATAK,747
13533,UJUNG BATUNG (UJUANG BATUANG),747
