postal_id,subdis_id,dis_id,city_id,prov_id,postal_code
64078,64064,5299,361,26,94479
64079,64065,5300,361,26,94471
64086,64072,5307,361,26,94474
64089,64075,5310,361,26,94475
64091,64077,5312,361,26,94476
64092,64078,5312,361,26,94476
64093,64079,5312,361,26,94476
64098,64084,5307,361,26,94474
64099,64085,5307,361,26,94474
64100,64086,5307,361,26,94474
64104,64090,5320,361,26,94479
64111,64097,5325,361,26,94473
64113,64099,5327,361,26,94471
64139,64125,5310,361,26,94475
64140,64126,5310,361,26,94475
64141,64127,5310,361,26,94475
64144,64130,5340,361,26,94479
64170,64156,5300,361,26,94471
64173,64159,5356,361,26,94473
64174,64160,5356,361,26,94473
64186,64172,5362,361,26,94471
64191,64177,5366,361,26,94476
64205,64191,5362,361,26,94471
64240,64226,5356,361,26,94473
64242,64228,5340,361,26,94479
64257,64243,5312,361,26,94476
64259,64245,5393,361,26,94479
64263,64249,5395,361,26,94471
64277,64263,5366,361,26,94476
64290,64276,5340,361,26,94479
64291,64277,5340,361,26,94479
64292,64278,5340,361,26,94479
64293,64279,5340,361,26,94479
64295,64281,5299,361,26,94479
64311,64297,5310,361,26,94475
64334,64320,5414,361,26,94479
64339,64325,5416,361,26,94471
64351,64337,5421,361,26,94476
64360,64346,5320,361,26,94479
64405,64391,5307,361,26,94474
64438,64424,5416,361,26,94471
64451,64437,5437,361,26,94474
64452,64438,5437,361,26,94474
64456,64442,5366,361,26,94476
64457,64443,5310,361,26,94475
64467,64453,5310,361,26,94475
64468,64454,5310,361,26,94475
64473,64459,5366,361,26,94476
64484,64470,5416,361,26,94471
64485,64471,5320,361,26,94479
64496,64482,5299,361,26,94479
64510,64496,5320,361,26,94479
64534,64520,5300,361,26,94471
64538,64524,5395,361,26,94471
64586,64572,5362,361,26,94471
64605,64591,5393,361,26,94479
64606,64592,5393,361,26,94479
64609,64595,5414,361,26,94479
64613,64599,5437,361,26,94474
64614,64600,5437,361,26,94474
64615,64601,5437,361,26,94474
64616,64602,5437,361,26,94474
64632,64618,5421,361,26,94476
64633,64619,5414,361,26,94479
64636,64622,5300,361,26,94471
64652,64638,5455,361,26,94475
64696,64682,5421,361,26,94479
64699,64685,5320,361,26,94479
64700,64686,5421,361,26,94479
64701,64687,5421,361,26,94476
64702,64688,5421,361,26,94476
64728,64714,5437,361,26,94474
64740,64726,5299,361,26,94479
64742,64728,5310,361,26,94475
64743,64729,5437,361,26,94474
64763,64749,5414,361,26,94479
64770,64756,5320,361,26,94479
64771,64757,5320,361,26,94479
64772,64758,5320,361,26,94479
64803,64789,5356,361,26,94473
64806,64792,5362,361,26,94471
64813,64799,5340,361,26,94479
64830,64816,5307,361,26,94474
64831,64817,5307,361,26,94474
64832,64818,5307,361,26,94474
64839,64825,5416,361,26,94471
64865,64851,5300,361,26,94471
64867,64853,5299,361,26,94479
64870,64856,5362,361,26,94471
64887,64873,5310,361,26,94475
64888,64874,5310,361,26,94475
64930,64916,5362,361,26,94471
64937,64923,5356,361,26,94473
64939,64925,5421,361,26,94479
64941,64927,5455,361,26,94475
64942,64928,5455,361,26,94475
64945,64931,5462,361,26,94473
64959,64945,5414,361,26,94479
64983,64969,5455,361,26,94475
64984,64970,5455,361,26,94475
64985,64971,5455,361,26,94475
65003,64989,5464,361,26,94474
65004,64990,5421,361,26,94479
65006,64992,5320,361,26,94479
65013,64999,5416,361,26,94471
65014,65000,5362,361,26,94471
65029,65015,5395,361,26,94471
65038,65024,5299,361,26,94479
65053,65039,5421,361,26,94476
65055,65041,5421,361,26,94476
65056,65042,5362,361,26,94471
65099,65085,5421,361,26,94476
65100,65086,5299,361,26,94479
65101,65087,5299,361,26,94479
65102,65088,5299,361,26,94479
65103,65089,5299,361,26,94479
65107,65093,5310,361,26,94475
65116,65102,5416,361,26,94471
65139,65125,5393,361,26,94479
65143,65129,5310,361,26,94475
65146,65132,5310,361,26,94475
65147,65133,5421,361,26,94476
65150,65136,5307,361,26,94474
65152,65138,5421,361,26,94479
65154,65140,5320,361,26,94479
65156,65142,5421,361,26,94476
65157,65143,5312,361,26,94476
65162,65148,5362,361,26,94471
65164,65150,5416,361,26,94471
65166,65152,5299,361,26,94479
65180,65166,5414,361,26,94479
65181,65167,5414,361,26,94479
65228,65214,5393,361,26,94479
65229,65215,5366,361,26,94476
65230,65216,5366,361,26,94476
65231,65217,5366,361,26,94476
65253,65239,5299,361,26,94479
65254,65240,5299,361,26,94479
65258,65244,5327,361,26,94471
65261,65247,5307,361,26,94474
65272,65258,5307,361,26,94474
65276,65262,5393,361,26,94479
65277,65263,5362,361,26,94471
65278,65264,5300,361,26,94471
65285,65271,5310,361,26,94475
65295,65281,5366,361,26,94476
65296,65282,5395,361,26,94471
65297,65283,5395,361,26,94471
65306,65292,5414,361,26,94479
65307,65293,5414,361,26,94479
65311,65297,5395,361,26,94471
65317,65303,5320,361,26,94479
65325,65311,5466,361,26,94474
65342,65328,5455,361,26,94475
65345,65331,5362,361,26,94471
65362,65348,5437,361,26,94474
65386,65372,5325,361,26,94473
65425,65411,5327,361,26,94471
65431,65417,5299,361,26,94479
65445,65431,5299,361,26,94479
65474,65460,5414,361,26,94479
65480,65466,5462,361,26,94473
65481,65467,5462,361,26,94473
65482,65468,5462,361,26,94473
65483,65469,5462,361,26,94473
65484,65470,5462,361,26,94473
65485,65471,5462,361,26,94473
65486,65472,5462,361,26,94473
65487,65473,5462,361,26,94473
65488,65474,5462,361,26,94473
65497,65483,5299,361,26,94479
65507,65493,5455,361,26,94475
65509,65495,5310,361,26,94475
65518,65504,5466,361,26,94474
65524,65510,5310,361,26,94475
65525,65511,5310,361,26,94475
65526,65512,5310,361,26,94475
65527,65513,5310,361,26,94475
65531,65517,5307,361,26,94474
65532,65518,5307,361,26,94474
65533,65519,5307,361,26,94474
65534,65520,5340,361,26,94479
65539,65525,5320,361,26,94479
65540,65526,5466,361,26,94474
65541,65527,5455,361,26,94475
65542,65528,5455,361,26,94475
65543,65529,5455,361,26,94475
65544,65530,5455,361,26,94475
65547,65533,5310,361,26,94475
65549,65535,5437,361,26,94474
65551,65537,5464,361,26,94474
65555,65541,5455,361,26,94475
65568,65554,5455,361,26,94475
65569,65555,5455,361,26,94475
65572,65558,5466,361,26,94474
65573,65559,5464,361,26,94474
65574,65560,5464,361,26,94474
65576,65562,5310,361,26,94475
65580,65566,5310,361,26,94475
65608,65594,5340,361,26,94479
65614,65600,5356,361,26,94473
65615,65601,5356,361,26,94473
65619,65605,5421,361,26,94476
65623,65609,5416,361,26,94471
65628,65614,5312,361,26,94476
65632,65618,5414,361,26,94479
65634,65620,5455,361,26,94475
65635,65621,5455,361,26,94475
65636,65622,5455,361,26,94475
65637,65623,5455,361,26,94475
65661,65647,5307,361,26,94474
65680,65666,5325,361,26,94473
65688,65674,5464,361,26,94474
65710,65696,5393,361,26,94479
65711,65697,5393,361,26,94479
65712,65698,5393,361,26,94479
65725,65711,5437,361,26,94474
65743,65729,5310,361,26,94475
65747,65733,5312,361,26,94476
65757,65743,5416,361,26,94471
65763,65749,5312,361,26,94476
65765,65751,5414,361,26,94479
65766,65752,5414,361,26,94479
65767,65753,5414,361,26,94479
65768,65754,5414,361,26,94479
65769,65755,5310,361,26,94475
65780,65766,5320,361,26,94479
65793,65779,5327,361,26,94471
65794,65780,5327,361,26,94471
65800,65786,5307,361,26,94474
65816,65802,5325,361,26,94473
65817,65803,5325,361,26,94473
65818,65804,5325,361,26,94473
65827,65813,5307,361,26,94474
65828,65814,5307,361,26,94474
65835,65821,5307,361,26,94474
65842,65828,5466,361,26,94474
65843,65829,5312,361,26,94476
65844,65830,5312,361,26,94476
65845,65831,5312,361,26,94476
65846,65832,5466,361,26,94474
65847,65833,5466,361,26,94474
65851,65837,5393,361,26,94479
65876,65862,5464,361,26,94474
65878,65864,5466,361,26,94474
65879,65865,5466,361,26,94474
65883,65869,5325,361,26,94473
65893,65879,5464,361,26,94474
65901,65887,5299,361,26,94479
65902,65888,5393,361,26,94479
65907,65893,5356,361,26,94473
65930,65916,5464,361,26,94474
65935,65921,5366,361,26,94476
65968,65954,5320,361,26,94479
65969,65955,5340,361,26,94479
65970,65956,5340,361,26,94479
65971,65957,5340,361,26,94479
