postal_id,subdis_id,dis_id,city_id,prov_id,postal_code
79697,79674,6828,471,34,98358
79705,79682,6836,471,34,98358
79721,79698,6828,471,34,98358
79728,79705,6828,471,34,98358
79735,79712,6828,471,34,98358
79738,79715,6828,471,34,98358
79742,79719,6857,471,34,98359
79743,79720,6828,471,34,98358
79754,79731,6866,471,34,98357
79760,79737,6871,471,34,98357
79762,79739,6828,471,34,98358
79775,79752,6880,471,34,98354
79784,79761,6828,471,34,98358
79785,79762,6880,471,34,98354
79791,79768,6884,471,34,98354
79792,79769,6828,471,34,98358
79801,79778,6828,471,34,98358
79843,79820,6836,471,34,98358
79844,79821,6836,471,34,98358
79845,79822,6828,471,34,98358
79869,79846,6828,471,34,98358
79876,79853,6866,471,34,98357
79877,79854,6836,471,34,98358
79878,79855,6871,471,34,98352
79880,79857,6918,471,34,98359
79881,79858,6918,471,34,98359
79883,79860,6836,471,34,98358
79884,79861,6828,471,34,98358
79890,79867,6918,471,34,98359
79896,79873,6918,471,34,98359
79900,79877,6828,471,34,98358
79902,79879,6918,471,34,98359
79904,79881,6871,471,34,98315
79905,79882,6866,471,34,98357
79906,79883,6880,471,34,98354
79908,79885,6918,471,34,98359
79917,79894,6880,471,34,98354
79921,79898,6828,471,34,98358
79923,79900,6918,471,34,98359
79924,79901,6857,471,34,98359
79930,79907,6871,471,34,98315
79968,79945,6828,471,34,98315
79998,79975,6918,471,34,98359
79999,79976,6880,471,34,98354
80013,79990,6866,471,34,98357
80014,79991,6866,471,34,98357
80021,79998,6828,471,34,98358
80028,80005,6866,471,34,98357
80036,80013,6880,471,34,98354
80043,80020,6866,471,34,98357
80044,80021,6884,471,34,98354
80046,80023,6871,471,34,98315
80050,80027,6836,471,34,98358
80051,80028,6884,471,34,98354
80056,80033,6836,471,34,98358
80058,80035,6866,471,34,98357
80061,80038,6836,471,34,98358
80062,80039,6884,471,34,98354
80063,80040,6953,471,34,98354
80065,80042,6828,471,34,98358
80069,80046,6828,471,34,98358
80070,80047,6828,471,34,98358
80076,80053,6828,471,34,98358
80082,80059,6828,471,34,98358
80084,80061,6828,471,34,98358
80088,80065,6828,471,34,98358
80094,80071,6857,471,34,98359
80095,80072,6953,471,34,98354
80100,80077,6828,471,34,98358
80101,80078,6884,471,34,98354
80102,80079,6918,471,34,98359
80105,80082,6880,471,34,98354
80123,80100,6962,471,34,98354
80132,80109,6871,471,34,98315
80133,80110,6836,471,34,98358
80206,80183,6836,471,34,98358
80221,80198,6828,471,34,98358
80224,80201,6866,471,34,98357
80276,80253,6857,471,34,98359
80291,80268,6953,471,34,98354
80296,80273,6857,471,34,98359
80301,80278,6857,471,34,98359
80309,80286,6962,471,34,98354
80320,80297,6918,471,34,98359
80321,80298,6866,471,34,98357
80325,80302,6828,471,34,98358
80327,80304,6866,471,34,98357
80328,80305,6866,471,34,98357
80333,80310,6866,471,34,98357
80356,80333,6828,471,34,98358
80397,80374,6836,471,34,98358
80438,80415,6866,471,34,98357
80439,80416,6828,471,34,98358
80441,80418,6866,471,34,98357
80447,80424,6871,471,34,98315
80448,80425,6871,471,34,98315
80450,80427,6871,471,34,98315
80451,80428,6871,471,34,98315
80456,80433,6871,471,34,98315
80457,80434,6828,471,34,98358
80458,80435,6953,471,34,98354
80460,80437,6953,471,34,98354
80465,80442,6857,471,34,98359
80466,80443,6871,471,34,98315
80469,80446,6871,471,34,98315
80470,80447,6884,471,34,98354
80471,80448,6828,471,34,98358
80499,80476,6828,471,34,98358
80500,80477,6828,471,34,98358
80501,80478,6836,471,34,98358
80504,80481,6836,471,34,98358
80508,80485,6866,471,34,98357
80509,80486,6828,471,34,98358
80510,80487,6836,471,34,98358
80511,80488,6836,471,34,98358
80512,80489,6866,471,34,98357
80518,80495,6828,471,34,98358
80520,80497,6828,471,34,98358
80521,80498,6918,471,34,98359
80523,80500,6828,471,34,98358
80533,80510,6828,471,34,98358
80534,80511,6871,471,34,98315
80540,80517,6828,471,34,98358
80541,80518,6866,471,34,98357
80545,80522,6871,471,34,98315
80578,80555,6836,471,34,98358
80587,80564,6866,471,34,98357
80588,80565,6962,471,34,98354
80593,80570,6828,471,34,98358
80597,80574,6828,471,34,98358
80598,80575,6828,471,34,98358
80601,80578,6866,471,34,98357
80603,80580,6866,471,34,98357
80622,80599,6884,471,34,98354
80632,80609,6866,471,34,98357
80638,80615,6828,471,34,98358
80643,80620,6866,471,34,98357
80695,80672,6962,471,34,98354
80732,80709,6857,471,34,98359
80787,80764,6962,471,34,98354
80798,80775,6828,471,34,98358
80802,80779,6828,471,34,98358
80804,80781,6828,471,34,98358
80816,80793,6918,471,34,98359
80822,80799,6880,471,34,98354
80823,80800,6953,471,34,98354
80828,80805,6828,471,34,98358
80830,80807,6836,471,34,98358
80831,80808,6828,471,34,98358
80834,80811,6918,471,34,98359
80845,80822,6866,471,34,98357
80851,80828,6836,471,34,98358
80855,80832,6884,471,34,98354
80860,80837,6884,471,34,98354
80868,80845,6836,471,34,98358
80878,80855,6857,471,34,98359
80880,80857,6857,471,34,98359
80882,80859,6884,471,34,98354
80887,80864,6884,471,34,98354
80902,80879,6880,471,34,98354
80938,80915,6884,471,34,98354
80939,80916,6871,471,34,98315
80944,80921,6866,471,34,98357
80945,80922,6836,471,34,98358
80946,80923,6866,471,34,98357
80958,80935,6962,471,34,98354
80961,80938,6918,471,34,98359
80962,80939,6857,471,34,98359
80969,80946,6880,471,34,98354
80975,80952,6962,471,34,98354
80979,80956,6857,471,34,98359
80981,80958,6866,471,34,98357
80988,80965,6880,471,34,98354
80994,80971,6828,471,34,98358
81000,80977,6884,471,34,98354
81003,80980,6866,471,34,98357
81005,80982,6828,471,34,98358
81009,80986,6828,471,34,98358
81011,80988,6836,471,34,98358
81012,80989,6884,471,34,98354
81022,80999,6866,471,34,98357
81027,81004,6953,471,34,98354
81070,81047,6828,471,34,98358
