postal_id,subdis_id,dis_id,city_id,prov_id,postal_code
40240,40230,3255,232,15,65181
40255,40245,3267,232,15,65152
40256,40246,3268,232,15,65154
40258,40248,3270,232,15,65183
40275,40265,3283,232,15,65153
40276,40266,3284,232,15,65163
40280,40270,3287,232,15,65155
40282,40272,3289,232,15,65157
40283,40273,3290,232,15,65176
40284,40274,3291,232,15,65183
40290,40280,3296,232,15,65126
40291,40281,3297,232,15,65166
40293,40283,3297,232,15,65166
40294,40284,3299,232,15,65132
40311,40301,3268,232,15,65154
40319,40309,3317,232,15,65164
40383,40373,3372,232,15,65148
40386,40376,3375,232,15,65171
40408,40398,3393,232,15,65174
40409,40399,3296,232,15,65126
40420,40410,3317,232,15,65164
40465,40455,3426,232,15,65173
40508,40498,3372,232,15,65146
40516,40506,3454,232,15,65179
40519,40509,3372,232,15,65148
40523,40513,3458,232,15,65164
40607,40597,3283,232,15,65153
40616,40606,3510,232,15,65392
40618,40608,3393,232,15,65174
40627,40617,3517,232,15,65167
40637,40627,3268,232,15,65154
40647,40637,3317,232,15,65164
40670,40660,3454,232,15,65179
40671,40661,3510,232,15,65392
40730,40720,3560,232,15,65116
40795,40785,3255,232,15,65181
40796,40786,3283,232,15,65153
40807,40797,3584,232,15,65393
40820,40810,3591,232,15,65215
40867,40857,3289,232,15,65157
40898,40888,3621,232,15,65391
40918,40908,3626,232,15,65156
41013,41003,3426,232,15,65173
41025,41015,3296,232,15,65125
41055,41045,3267,232,15,65152
41078,41068,3626,232,15,65156
41148,41138,3426,232,15,65173
41155,41145,3393,232,15,65174
41248,41238,3375,232,15,65171
41254,41244,3702,232,15,65174
41272,41262,3299,232,15,65135
41275,41265,3255,232,15,65181
41304,41294,3296,232,15,65123
41306,41296,3268,232,15,65154
41308,41298,3299,232,15,65136
41358,41348,3283,232,15,65153
41404,41394,3299,232,15,65138
41426,41416,3284,232,15,65163
41442,41432,3372,232,15,65148
41447,41437,3393,232,15,65174
41452,41442,3426,232,15,65173
41491,41481,3284,232,15,65163
41504,41494,3426,232,15,65173
41519,41509,3747,232,15,65158
41526,41516,3255,232,15,65181
41568,41558,3289,232,15,65157
41599,41589,3283,232,15,65153
41621,41611,3284,232,15,65163
41627,41617,3760,232,15,65144
41653,41643,3517,232,15,65167
41655,41645,3267,232,15,65152
41673,41663,3290,232,15,65176
41740,41730,3626,232,15,65156
41744,41734,3626,232,15,65156
41758,41748,3372,232,15,65149
41760,41750,3287,232,15,65155
41764,41754,3375,232,15,65171
41772,41762,3560,232,15,65115
41773,41763,3786,232,15,65151
41788,41778,3270,232,15,65182
41796,41786,3788,232,15,65178
41824,41814,3795,232,15,65168
41841,41831,3702,232,15,65174
41892,41882,3788,232,15,65178
41909,41899,3804,232,15,65175
41910,41900,3804,232,15,65175
41993,41983,3812,232,15,65162
