postal_id,subdis_id,dis_id,city_id,prov_id,postal_code
48706,48696,3886,249,16,42356
48711,48701,3891,249,16,42357
48712,48702,3891,249,16,42357
48713,48703,3892,249,16,42312
48727,48717,3905,249,16,42363
48742,48732,3913,249,16,42371
48743,48733,3914,249,16,42372
48750,48740,3919,249,16,42353
48753,48743,3914,249,16,42355
48754,48744,3921,249,16,42352
48771,48761,3921,249,16,42352
48773,48763,3933,249,16,42392
48782,48772,3938,249,16,42393
48783,48773,3938,249,16,42393
48786,48776,3940,249,16,42396
48796,48786,3946,249,16,42355
48800,48790,3949,249,16,42381
48802,48792,3951,249,16,42372
48803,48793,3951,249,16,42372
48813,48803,3958,249,16,42362
48821,48811,3891,249,16,42357
48822,48812,3946,249,16,42355
48823,48813,3960,249,16,42354
48824,48814,3891,249,16,42357
48826,48816,3962,249,16,42363
48830,48820,3966,249,16,42391
48842,48832,3960,249,16,42354
48850,48840,3949,249,16,42381
48854,48844,3913,249,16,42371
48857,48847,3973,249,16,42381
48867,48857,3905,249,16,42363
48869,48859,3921,249,16,42352
48876,48866,3960,249,16,42354
48880,48870,3979,249,16,42395
48883,25863,3891,249,16,42357
48887,48877,3905,249,16,42363
48889,48879,3982,249,16,42392
48890,48880,3983,249,16,42393
48891,48881,3946,249,16,42355
48893,48882,3984,249,16,42394
48896,48886,3979,249,16,42395
48906,48896,3921,249,16,42352
48908,48898,3989,249,16,42395
48909,48899,3958,249,16,42362
48912,48902,3973,249,16,42381
48914,48904,3960,249,16,42354
48915,48905,3973,249,16,42381
48916,48906,3946,249,16,42355
48918,48908,3938,249,16,42393
48922,48912,3989,249,16,42395
48924,48914,3960,249,16,42354
48926,48916,3886,249,16,42356
48927,48917,3886,249,16,42356
48930,48920,3984,249,16,42394
48932,48922,3933,249,16,42392
48933,48923,3984,249,16,42394
48937,48927,3979,249,16,42395
48941,48931,3979,249,16,42395
48944,48934,3983,249,16,42393
48947,48937,3997,249,16,42317
48948,48938,3997,249,16,42316
48949,48939,3989,249,16,42395
48951,48941,3984,249,16,42394
48955,48945,3983,249,16,42393
48959,48949,4001,249,16,42364
48960,48950,3979,249,16,42395
48961,48951,3919,249,16,42353
48963,48953,3989,249,16,42395
48965,48955,3892,249,16,42311
48966,48956,3989,249,16,42395
48967,48957,3983,249,16,42393
48974,48964,3940,249,16,42396
48981,48971,3984,249,16,42394
48982,48972,3886,249,16,42356
48988,48978,3914,249,16,42372
48991,48981,3966,249,16,42391
48992,48982,3892,249,16,42312
48993,48983,3949,249,16,42381
